employee_id,name,gender,discipline,department,code,location,title,supervisor_id,supervisor_name,project_id,project_name,role,SQL,Python,Java,Scala,Apache Spark (PySpark),Apache Spark (Scala),Apache Spark (Java),PL/SQL,PHP,.NET,DevOps,MLOps,DB Oracle,DB Teradata,DB SQL Server,MS Analysis Services,Oracle Hyperion Essbase,SAP BW,Dataset SAS  (SAS Base / SAS DIS),My SQL,DB2,MongoDB,Elasticsearch,Exalead,Apache Solr,PostgreSQL,IBM DataStage,Informatica PowerCenter,Informatica Data Integration Cloud (IDMC),Oracle Data Integration (ODI),MS SQL Server Integration Services (SSIS),SAS Data Integration Services (DIS),Qlik (QDI),Data IKU,Talend,Denodo,Dremio,Apache Kafka,"Hadoop Cloudera / Hortonworks Platform (Hive, Hbase, Impala, Oozie Parquet, BigSQL, Spark, Yarn, Apache Nifi, …)","IBM Big Insight (Hive, Hbase, Impala, Parquet, BigSQL, Spark, Yarn, …)",Palantir Platform,Databricks Platform (inserire le funzionalità native di D.),Snowflake,SAP S/4 HANA Platform,SAP BW,Suite Informatica Data Governance,Informatica MDM,Informatica ILM Data Masking,Suite IBM Data Governance,IBM Optim Data Masking,IBM MDM,Suite SAS Data Governance,Suite Irion Data Governance,Suite Collibra Data Governance,Suite Ab-Initio Data Governance
8755,Vincenzo Giordano,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,11718,Sistema Mercurio,Data Engineer & SW Developer/Specialist,Experienced,Novice,Experienced,Master,Novice,Master,Novice,Novice,Novice,Novice,Experienced,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Beginner,Beginner,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Experienced,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8654,Domenico Ricci,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Engineer & ETL Specialist,Experienced,Experienced,Experienced,,,,,Experienced,Experienced,,,,Experienced,,,,,,,Beginner,,,,,,Beginner,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,
8654,Domenico Ricci,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Data Engineer & ETL Specialist,Experienced,Experienced,Experienced,,,,,Experienced,Experienced,,,,Experienced,,,,,,,Beginner,,,,,,Beginner,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,
8468,Gianluca Ricci,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7871,Iniziativa Grifone,Data Engineer & ETL Specialist,Master,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Experienced,Experienced,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner
9147,Giulia Ferrari,F,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,9279,Piattaforma Ettore,Data Engineer & SW Developer/Specialist,Master,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Master,Experienced,Beginner,Novice,Beginner,Novice,Novice,Beginner,Beginner,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Master,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8902,Enrico Bianchi,M,I&D,AI and Data Engineering,IT01PR45,SALERNO,ANALYST CONSULTANT,7112,Alberto Conti,10340,Iniziativa Lupo,Big Data Engineer,Experienced,Experienced,Experienced,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8566,Gianluca Ferrari,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,8477,Progetto Giasone,Data Engineer & ETL Specialist,Master,Beginner,Novice,Beginner,Beginner,Beginner,Novice,Master,Novice,Novice,Novice,Novice,Experienced,Experienced,Experienced,Novice,Novice,Novice,Novice,Experienced,Novice,Beginner,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced
8929,Enrico Fontana,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7980,Sistema Pegaso,Data Engineer & ETL Specialist,Master,Experienced,Beginner,,Beginner,,,Master,Novice,Novice,Experienced,,Master,Master,Beginner,,,,,Beginner,,Beginner,,,,,Master,,,,,,,,,Experienced,,Novice,Novice,,,Beginner,,,,,,,Experienced,,,,,,
9370,Valerio Costa,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,9550,Valentina Marini,10834,Progetto Centauro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10651,Federico Ricci,M,I&D,AI and Data Engineering,IT01PR45,TORINO,ANALYST CONSULTANT,7112,Alberto Conti,8813,Progetto Dedalo,Data Engineer & SW Developer/Specialist,Experienced,Experienced,Beginner,Novice,Beginner,Novice,Novice,Experienced,Beginner,Novice,Beginner,Beginner,Experienced,Novice,Beginner,Novice,Novice,Novice,Beginner,Beginner,Beginner,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8934,Vincenzo Romano,M,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,ANALYST CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Data Analyst & Data Modeler,Experienced,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Experienced,Beginner,Novice,Experienced,Beginner,Experienced,Beginner,Experienced,Beginner,Beginner,Novice,Beginner,Experienced,Experienced,Novice,Novice,Novice,Novice,Beginner,Experienced,Beginner,Beginner,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Beginner,Experienced,Beginner,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8495,Paola Bianchi,F,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,9550,Valentina Marini,7871,Iniziativa Grifone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729,Paolo Ricci,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,SENIOR CONSULTANT,9550,Valentina Marini,7865,Piattaforma Saturno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7426,Stefano Fabbri,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,9550,Valentina Marini,8692,Piattaforma Perseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,Enrico Santoro,M,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,CONSULTANT,7112,Alberto Conti,9107,Progetto Eracle,Data Engineer & ETL Specialist,Experienced,Experienced,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8666,Anna Giordano,F,I&D,AI and Data Engineering,IT01PR45,MARCON,CONSULTANT,9550,Valentina Marini,5749,Sistema Plutone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7325,Cristiano Santoro,M,I&D,AI and Data Engineering,IT01PR45,TORINO,SENIOR CONSULTANT,9550,Valentina Marini,8692,Piattaforma Perseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10964,Elisa Moretti,F,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,10632,Iniziativa Ulisse,Data Analyst & Data Modeler,Experienced,,,,,,,Experienced,,,,,,Experienced,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9853,Marta Barbieri,F,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,8586,Sistema Atlante,Data Engineer & SW Developer/Specialist,,,,,,,,,,,,,,,,,,,Experienced,,,,,,,,,,,,,Experienced,,,,,,,,,,,,,,,,,,,,Experienced,,,
9300,Marco Rinaldi,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,9307,Iniziativa Urano,Data Engineer & SW Developer/Specialist,Beginner,Beginner,,,Beginner,,,Beginner,,,Beginner,,,,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9603,Monica Colombo,F,I&D,AI and Data Engineering,IT01PR45,ROMA,MANAGING CONSULTANT,7112,Alberto Conti,11397,Programma Orione,Engagement Manager e/o Project Leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6910,Daniele Bellini,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,9550,Valentina Marini,13825,Sistema Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075,Emanuele Colombo,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,7112,Alberto Conti,7871,Iniziativa Grifone,Data Engineer & ETL Specialist,Experienced,,,,,,,Experienced,,,,,Experienced,Experienced,Experienced,,,,,,,,,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,Alberto Mancini,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7908,Programma Cigno,Data Engineer & SW Developer/Specialist,Master,Beginner,Beginner,Novice,Novice,,,Master,Master,Novice,,,Master,,Experienced,,,,,Experienced,,,Beginner,,Novice,Experienced,,,,,,,,,,,,Novice,,,,,,,,,,,,,,,,,
9539,Stefano Rizzo,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,CONSULTANT,7112,Alberto Conti,11905,Iniziativa Andromeda,Data Engineer & ETL Specialist,Master,Novice,,,,Novice,,Master,,,,,Master,Beginner,Experienced,Beginner,,,Novice,Experienced,Beginner,Novice,,,,Beginner,Experienced,Beginner,,Beginner,,,,,Novice,,,,Novice,,,,,,,,,,,,,,,,
7998,Marco Ferrari,M,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,SENIOR CONSULTANT,7112,Alberto Conti,7809,Sistema Zeus,Data Engineer & ETL Specialist,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Master,Beginner,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice
8565,Gianluca Moretti,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7123,Paola Marino,F,I&D,,,ROMA,CONSULTANT,7112,Alberto Conti,8288,Progetto Centauro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,Federico Rinaldi,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,9550,Valentina Marini,9307,Iniziativa Urano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,Giuseppe Mariani,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Engagement Manager e/o Project Leader,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9032,Michele Mariani,M,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,7112,Alberto Conti,7475,Programma Cassiopea,Data Engineer & SW Developer/Specialist,Experienced,Experienced,Experienced,Novice,Novice,Novice,Novice,Beginner,Experienced,Novice,Experienced,Novice,Beginner,,Beginner,,,,,Experienced,Novice,Novice,,,,Experienced,Experienced,,,,,,,,,Experienced,,,,,,,,,,Novice,,,Novice,,,,,,
8827,Davide Ricci,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,9550,Valentina Marini,,Progetto Chimera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,Pietro Bellini,M,I&D,AI and Data Engineering,IT01PR45,MARCON,ANALYST CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,Analyst Consultant,Experienced,Beginner,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Experienced,Novice,Beginner,Novice,Novice,Novice,Master,Experienced,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice
8753,Stefano Barbieri,M,I&D,AI and Data Engineering,IT01PR45,ROMA, CONSULTANT,9550,Valentina Marini,,Progetto Chimera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,Marco Santoro,M,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,8641,Piattaforma Andromeda,Data Engineer & SW Developer/Specialist,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Experienced,Novice,Experienced,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
6910,Daniele Bellini,M,I&D,AI and Data Engineering,IT01PR45,NAPOLI,MANAGING CONSULTANT,7112,Alberto Conti,8338,Piattaforma Orione,Engagement Manager e/o Project Leader,Master,Beginner,Beginner,Beginner,Beginner,Beginner,Novice,Master,,,Beginner,Beginner,Experienced,Beginner,Beginner,,,,,Novice,Experienced,Beginner,Beginner,,,Novice,Experienced,Experienced,Beginner,Novice,,,Novice,,,Novice,,Experienced,Experienced,Beginner,,Beginner,Experienced,,,Beginner,Beginner,Novice,Novice,,,,,,Novice
6910,Daniele Bellini,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,10632,Iniziativa Ulisse,Data Analyst & Data Modeler,Master,,,,,,,Experienced,,,,,Experienced,Experienced,Experienced,,,,,,Beginner,,,,,,Master,Novice,,,Novice,,,,,,,,,,,,,,,,,,,,,,,,
6405,Marco Santoro,M,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,7871,Iniziativa Grifone,Data Engineer & ETL Specialist,Experienced,,,,,,,Beginner,,,,,Beginner,Experienced,Beginner,,,,,,,,,,,,Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9444,Riccardo Lombardi,M,I&D,AI and Data Engineering,IT01PR45,ROMA,MANAGING CONSULTANT,7112,Alberto Conti,9925,Piattaforma Grifone,Data Architect,Master,Novice,Master,,Beginner,Experienced,Master,Experienced,Novice,Novice,Beginner,Beginner,Experienced,Novice,Beginner,,,,,Experienced,,Experienced,Experienced,,Experienced,Beginner,,,,,,,,,,Beginner,,Experienced,Master,Experienced,,Beginner,,,,,,,,,,,,,
9040,Luca Colombo,M,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,7980,Sistema Pegaso,Data Engineer & ETL Specialist,Master,,,,,,,Experienced,,,,,Beginner,Beginner,Novice,,,,,Novice,,Beginner,,,,,Master,Novice,,,,,,,Novice,,,,,,,,,,,,,,,,,,,,
7034,Pietro Fabbri,M,I&D,AI and Data Engineering,IT01PR45,ROMA,MANAGING CONSULTANT,7112,Alberto Conti,10632,Iniziativa Ulisse,Data Integration Architect,Experienced,,,,,,,Experienced,,,Beginner,,Experienced,Experienced,Beginner,,,,,,,Beginner,,,,,,Experienced,,Experienced,Experienced,Novice,,,,,,,,,,Beginner,,,,,,,,,,,,,
8549,Michele Bruno,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,8288,Progetto Centauro,Data Engineer & ETL Specialist,Experienced,Beginner,Novice,,Novice,,,Beginner,Novice,,Novice,,Experienced,,Beginner,,,,,Beginner,,,,,,Beginner,,,,Experienced,,,,,,,,Novice,Novice,,,,Novice,,,,,,,,,,,,
6731,Martina Bruno,F,I&D,AI and Data Engineering,IT01PR45,NAPOLI,SENIOR CONSULTANT,7112,Alberto Conti,7809,Sistema Zeus,Senior Consultant e/o Team Leader,Experienced,Beginner,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Experienced,Novice,Experienced,Novice,Novice,Novice,Master,Experienced,Beginner,Novice,Novice,Novice,Novice,Beginner,,Novice,Novice,Novice,Novice,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice
9097,Francesco Romano,M,I&D,AI and Data Engineering,IT01PR45,ROMA,ANALYST CONSULTANT,9550,Valentina Marini,10632,Iniziativa Ulisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,Vincenzo Romano,M,I&D,AI and Data Engineering,IT01PR45,MILANO,ANALYST CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Data Engineer & SW Developer/Specialist,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8799,Simone Ricci,M,I&D,AI and Data Engineering,IT01PR45,MILANO,CONSULTANT,9550,Valentina Marini,10632,Iniziativa Ulisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,Raffaele Barbieri,M,I&D,AI and Data Engineering,IT01PR45,MARCON,SENIOR CONSULTANT,7112,Alberto Conti,11419,Programma Teseo,Data Analyst & Data Modeler,Master,Novice,Novice,,,,,Master,,Beginner,,,Master,Beginner,Experienced,,,,,Beginner,Beginner,Beginner,,,,Experienced,,,,Master,,,,,,,,,,,,,,,,,,,,,,,,,
9500,Stefano Gallo,M,I&D,AI and Data Engineering,IT01PR45,SALERNO,ANALYST CONSULTANT,9550,Valentina Marini,9685,Piattaforma Zeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703,Enrico Greco,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,8771,Iniziativa Icaro,Senior Consultant e/o Team Leader,Master,Novice,Novice,Novice,Novice,Novice,Novice,Master,Master,Beginner,Beginner,Beginner,Master,Novice,Experienced,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
8271,Giorgia Bellini,F,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7865,Piattaforma Saturno,Data Engineer & ETL Specialist,Master,Novice,Beginner,Novice,Novice,Novice,Novice,Master,Novice,Novice,Beginner,Novice,Master,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9374,Davide Caruso,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7740,Iniziativa Atena,Data Engineer & SW Developer/Specialist,Master,Experienced,Novice,,,,,Master,,,Experienced,,Master,,Experienced,Novice,,,,Experienced,,Beginner,Beginner,,,,,,,Master,Novice,,Beginner,,,,,,,,,,,,,,,,,,,,,,
8932,Michele Giordano,M,I&D,AI and Data Engineering,IT01PR45,ROMA,CONSULTANT,7112,Alberto Conti,8338,Piattaforma Orione,Data Engineer & ETL Specialist,Master,Experienced,Beginner,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Beginner,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Master,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice
9288,Alice Mariani,F,I&D,AI and Data Engineering,IT01PR45,BOLOGNA, CONSULTANT,7112,Alberto Conti,8338,Piattaforma Orione,Data Engineer & ETL Specialist,Master,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice
9175,Pietro Rizzo,M,I&D,AI and Data Engineering,IT01PR45,ROMA,MANAGING CONSULTANT,7112,Alberto Conti,9222,Progetto Dragone,Engagement Manager e/o Project Leader,Experienced,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Beginner,Beginner,Beginner,Experienced,Beginner,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Beginner,Beginner,Beginner,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Beginner,Beginner,Novice,Novice,Novice,Novice
8728,Luigi Colombo,M,I&D,AI and Data Engineering,IT01PR45,BOLOGNA,ANALYST CONSULTANT,7112,Alberto Conti,8958,Iniziativa Vega,Data Engineer & ETL Specialist,Experienced,Beginner,Novice,Novice,Novice,Novice,Novice,Experienced,Novice,Novice,Novice,Novice,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Experienced,Beginner,Novice,Beginner,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Beginner
9392,Giulia Bruno,F,I&D,AI and Data Engineering,IT01PR45,MARCON,CONSULTANT,7112,Alberto Conti,8692,Piattaforma Perseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,Matteo De Luca,M,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,7112,Alberto Conti,7871,Iniziativa Grifone,Data Engineer & ETL Specialist,Experienced,Novice,,,,,,Experienced,,,,,Beginner,Experienced,,,,,,,Experienced,,,,,,Experienced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,Sara Fontana,F,I&D,AI and Data Engineering,IT01PR45,TORRINO,ANALYST CONSULTANT,9550,Valentina Marini,10257,Piattaforma Cigno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987,Sara Fontana,F,I&D,AI and Data Engineering,IT01PR45,TORINO,ANALYST CONSULTANT,9550,Valentina Marini,11132,Programma Demetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8886,Federico Fontana,M,I&D,AI and Data Engineering,IT01PR45,SALERNO,CONSULTANT,9550,Valentina Marini,8813,Progetto Dedalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,Federico Rossi,,I&D,AI and Data Engineering,IT01PR45,ROMA,SENIOR CONSULTANT,9550,Valentina Marini,11132,Programma Demetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,Matteo Caruso,M,I&D,AI and Data Engineering,IT01PR45,ROMA, CONSULTANT,9550,Valentina Marini,11132,Programma Demetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8832,Alessandro Bruno,M,I&D,AI and Data Engineering,IT01PR45,MILANO,SENIOR CONSULTANT,7112,Alberto Conti,8106,Progetto Paride,Data Engineer & ETL Specialist,Experienced,,,,,,,Experienced,,,Beginner,,Experienced,,Experienced,,,,Beginner,Beginner,Beginner,Beginner,,,,,,,,Beginner,Experienced,,Beginner,,,,,Novice,,,,Novice,,Novice,,,,,,,,,,,
